# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	14100978	14104090	-	XP_002893670.1		XM_002893624.1	hypothetical protein		9329731	ARALYDRAFT_473343	1095	364	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	14546451	14547270	+	XM_002890919.1		XP_002890965.1	predicted protein		9327027	ARALYDRAFT_890763	820	820	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	14546471	14547250	+	XP_002890965.1		XM_002890919.1	hypothetical protein		9327027	ARALYDRAFT_890763	780	259	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	14735860	14738822	+	XM_002890934.1		XP_002890980.1	hypothetical protein		9327042	ARALYDRAFT_313803	1911	1911	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	14735860	14738822	+	XP_002890980.1		XM_002890934.1	hypothetical protein		9327042	ARALYDRAFT_313803	1911	636	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	15043380	15045354	+	XM_002890958.1		XP_002891004.1	predicted protein		9327066	ARALYDRAFT_681018	642	642	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	15043380	15045354	+	XP_002891004.1		XM_002890958.1	hypothetical protein		9327066	ARALYDRAFT_681018	642	213	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	15854299	15856222	+	XM_002891024.1		XP_002891070.1	hypothetical protein		9327132	ARALYDRAFT_890987	1088	1088	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	15854323	15856202	+	XP_002891070.1		XM_002891024.1	hypothetical protein		9327132	ARALYDRAFT_890987	1044	347	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	16019361	16022544	-	XM_002893767.1		XP_002893813.1	hypothetical protein		9327147	ARALYDRAFT_473574	2252	2252	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	16019586	16022467	-	XP_002893813.1		XM_002893767.1	hypothetical protein		9327147	ARALYDRAFT_473574	1950	649	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	16870384	16872197	+	XM_002891113.1		XP_002891159.1	At1g34790		9327221	ARALYDRAFT_473652	1059	1059	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	16870419	16872059	+	XP_002891159.1		XM_002891113.1	At1g34790		9327221	ARALYDRAFT_473652	906	301	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	17313706	17315113	+	XM_002891139.1		XP_002891185.1	predicted protein		9327247	ARALYDRAFT_681338	327	327	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	17313706	17315113	+	XP_002891185.1		XM_002891139.1	hypothetical protein		9327247	ARALYDRAFT_681338	327	108	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	21445048	21446901	+	XM_002891188.1		XP_002891234.1	NADH dehydrogenase ND2		9327296	ARALYDRAFT_473735	1170	1170	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	21445048	21446901	+	XP_002891234.1		XM_002891188.1	NADH dehydrogenase ND2		9327296	ARALYDRAFT_473735	1170	389	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	22767104	22769357	+	XM_002891249.1		XP_002891295.1	predicted protein		9330055	ARALYDRAFT_681573	1401	1401	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	22767104	22769357	+	XP_002891295.1		XM_002891249.1	hypothetical protein		9330055	ARALYDRAFT_681573	1401	466	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	23125236	23127846	+	XM_002891272.1		XP_002891318.1	glycosyl hydrolase family 1 protein		9327380	ARALYDRAFT_314159	1458	1458	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	23125236	23127846	+	XP_002891318.1		XM_002891272.1	glycosyl hydrolase family 1 protein		9327380	ARALYDRAFT_314159	1458	485	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	23607713	23610375	-	XM_002893995.1		XP_002894041.1	hypothetical protein		9327414	ARALYDRAFT_473884	1705	1705	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	23607997	23610344	-	XP_002894041.1		XM_002893995.1	hypothetical protein		9327414	ARALYDRAFT_473884	1443	480	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	24234538	24234729	+	XM_002891352.1		XP_002891398.1	F-box family protein		9327460	ARALYDRAFT_473927	192	192	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	24234538	24234729	+	XP_002891398.1		XM_002891352.1	F-box family protein		9327460	ARALYDRAFT_473927	192	64	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	24250725	24250915	-	XM_002894035.1		XP_002894081.1	F-box family protein		9330142	ARALYDRAFT_473930	191	191	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	24250725	24250915	-	XP_002894081.1		XM_002894035.1	F-box family protein		9330142	ARALYDRAFT_473930	191	64	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	24252212	24254138	+	XM_002891354.1		XP_002891400.1	hypothetical protein		9330143	ARALYDRAFT_473931	1775	1775	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	24252212	24254130	+	XP_002891400.1		XM_002891354.1	hypothetical protein		9330143	ARALYDRAFT_473931	1767	588	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	24271593	24272794	-	XM_002894039.1		XP_002894085.1	hypothetical protein		9327464	ARALYDRAFT_891603	499	499	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	24271613	24272774	-	XP_002894085.1		XM_002894039.1	hypothetical protein		9327464	ARALYDRAFT_891603	459	152	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	24537423	24538652	+	XM_002891380.1		XP_002891426.1	ribosomal protein L18 family protein		9327488	ARALYDRAFT_473970	685	685	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	24537485	24538530	+	XP_002891426.1		XM_002891380.1	ribosomal protein L18 family protein		9327488	ARALYDRAFT_473970	513	170	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	25571066	25573807	-	XM_002894140.1		XP_002894186.1	predicted protein		9330247	ARALYDRAFT_681957	1548	1548	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	25571066	25573807	-	XP_002894186.1		XM_002894140.1	hypothetical protein		9330247	ARALYDRAFT_681957	1548	515	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	25631223	25633515	-	XM_002894145.1		XP_002894191.1	predicted protein		9330252	ARALYDRAFT_681966	1533	1533	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	25631223	25633515	-	XP_002894191.1		XM_002894145.1	hypothetical protein		9330252	ARALYDRAFT_681966	1533	510	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	25786089	25789272	+	XM_002891480.1		XP_002891526.1	hypothetical protein		9330267	ARALYDRAFT_337115	2475	2475	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	25786089	25789272	+	XP_002891526.1		XM_002891480.1	hypothetical protein		9330267	ARALYDRAFT_337115	2475	824	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	26262223	26264888	-	XM_002894204.1		XP_002894250.1	predicted protein		9327629	ARALYDRAFT_682074	1101	1101	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	26262223	26264888	-	XP_002894250.1		XM_002894204.1	hypothetical protein		9327629	ARALYDRAFT_682074	1101	366	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	26606967	26616398	+	XM_002891550.1		XP_002891596.1	predicted protein		9327658	ARALYDRAFT_682130	1605	1605	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	26606967	26616398	+	XP_002891596.1		XM_002891550.1	hypothetical protein		9327658	ARALYDRAFT_682130	1605	534	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	26621407	26624590	-	XM_002894232.1		XP_002894278.1	hypothetical protein		9327659	ARALYDRAFT_337235	2403	2403	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	26621407	26624590	-	XP_002894278.1		XM_002894232.1	hypothetical protein		9327659	ARALYDRAFT_337235	2403	800	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	26686202	26689525	-	XM_002894239.1		XP_002894285.1	hypothetical protein		9330346	ARALYDRAFT_337244	2169	2169	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	26686202	26689525	-	XP_002894285.1		XM_002894239.1	hypothetical protein		9330346	ARALYDRAFT_337244	2169	722	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	28098558	28099567	+	XM_002891667.1		XP_002891713.1	hypothetical protein		9327775	ARALYDRAFT_474400	693	693	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	28098661	28099363	+	XP_002891713.1		XM_002891667.1	hypothetical protein		9327775	ARALYDRAFT_474400	405	134	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	28577321	28580138	-	XM_002894398.1		XP_002894444.1	mucilage-modified 4	MUM4	9327817	ARALYDRAFT_474478	2520	2520	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	28577532	28579612	-	XP_002894444.1		XM_002894398.1	mucilage-modified 4	MUM4	9327817	ARALYDRAFT_474478	2007	668	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	29688980	29694915	-	XM_002894514.1		XP_002894560.1	leucine-rich repeat family protein		9330621	ARALYDRAFT_892638	3220	3220	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	29689000	29694892	-	XP_002894560.1		XM_002894514.1	leucine-rich repeat family protein		9330621	ARALYDRAFT_892638	3177	1058	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	29695663	29702130	-	XM_002894515.1		XP_002894561.1	leucine-rich repeat family protein		9330622	ARALYDRAFT_892639	2743	2743	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	29695683	29702110	-	XP_002894561.1		XM_002894515.1	leucine-rich repeat family protein		9330622	ARALYDRAFT_892639	2703	900	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	29704984	29710952	-	XM_002894516.1		XP_002894562.1	leucine-rich repeat family protein		9330623	ARALYDRAFT_892640	3136	3136	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	29705004	29710932	-	XP_002894562.1		XM_002894516.1	leucine-rich repeat family protein		9330623	ARALYDRAFT_892640	3096	1031	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	29711690	29724475	-	XM_002894517.1		XP_002894563.1	predicted protein		9330624	ARALYDRAFT_682684	6009	6009	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	29711690	29724475	-	XP_002894563.1		XM_002894517.1	hypothetical protein		9330624	ARALYDRAFT_682684	6009	2002	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	31498878	31503601	+	XM_002891888.1		XP_002891934.1	hypothetical protein		9327996	ARALYDRAFT_474776	2687	2687	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	31498878	31503471	+	XP_002891934.1		XM_002891888.1	hypothetical protein		9327996	ARALYDRAFT_474776	2574	857	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	32129742	32130468	-	XM_002894590.1		XP_002894636.1	hypothetical protein		9328013	ARALYDRAFT_337810	492	492	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	32129742	32130468	-	XP_002894636.1		XM_002894590.1	hypothetical protein		9328013	ARALYDRAFT_337810	492	163	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	32272781	32274674	-	XM_002894599.1		XP_002894645.1	hypothetical protein		9328020	ARALYDRAFT_474804	659	659	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	32272903	32274674	-	XP_002894645.1		XM_002894599.1	hypothetical protein		9328020	ARALYDRAFT_474804	558	185	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	32997953	32999418	+	XM_002891960.1		XP_002892006.1	predicted protein		9328068	ARALYDRAFT_682940	408	408	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302555.1	32997953	32999418	+	XP_002892006.1		XM_002891960.1	hypothetical protein		9328068	ARALYDRAFT_682940	408	135	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	210006	211530	+	XM_002886298.1		XP_002886344.1	predicted protein		9322410	ARALYDRAFT_674885	1050	1050	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	210006	211530	+	XP_002886344.1		XM_002886298.1	hypothetical protein		9322410	ARALYDRAFT_674885	1050	349	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	282436	283151	-	XM_002887846.1		XP_002887892.1	hypothetical protein		9322413	ARALYDRAFT_474913	716	716	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	282598	283104	-	XP_002887892.1		XM_002887846.1	hypothetical protein		9322413	ARALYDRAFT_474913	507	168	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	803053	803842	-	XM_002887903.1		XP_002887949.1	hypothetical protein		9324012	ARALYDRAFT_474997	790	790	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	803053	803842	-	XP_002887949.1		XM_002887903.1	hypothetical protein		9324012	ARALYDRAFT_474997	790	263	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	848993	854299	+	XM_002886354.1		XP_002886400.1	hypothetical protein		9322466	ARALYDRAFT_315069	2343	2343	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	848993	854299	+	XP_002886400.1		XM_002886354.1	hypothetical protein		9322466	ARALYDRAFT_315069	2343	780	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	1149506	1151536	+	XM_002886384.1		XP_002886430.1	hypothetical protein		9324037	ARALYDRAFT_475032	1254	1254	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	1149548	1151329	+	XP_002886430.1		XM_002886384.1	hypothetical protein		9324037	ARALYDRAFT_475032	1005	334	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	1476123	1480667	+	XM_002886406.1		XP_002886452.1	hypothetical protein		9322518	ARALYDRAFT_475070	2346	2346	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	1476789	1480657	+	XP_002886452.1		XM_002886406.1	hypothetical protein		9322518	ARALYDRAFT_475070	2139	712	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	2704564	2706060	-	XM_002888063.1		XP_002888109.1	ANAC025		9324172	ARALYDRAFT_315244	981	981	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	2704564	2706060	-	XP_002888109.1		XM_002888063.1	ANAC025		9324172	ARALYDRAFT_315244	981	326	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	3246912	3249269	+	XM_002886583.1		XP_002886629.1	hypothetical protein		9322695	ARALYDRAFT_315311	1365	1365	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	3246912	3249269	+	XP_002886629.1		XM_002886583.1	hypothetical protein		9322695	ARALYDRAFT_315311	1365	454	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	3311229	3313870	-	XM_002888102.1		XP_002888148.1	EMB1220		9324211	ARALYDRAFT_475301	1771	1771	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	3311549	3313640	-	XP_002888148.1		XM_002888102.1	EMB1220		9324211	ARALYDRAFT_475301	1443	480	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	3344782	3352296	-	XM_002888105.1		XP_002888151.1	hypothetical protein		9324214	ARALYDRAFT_315321	1539	1539	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	3344782	3352296	-	XP_002888151.1		XM_002888105.1	hypothetical protein		9324214	ARALYDRAFT_315321	1539	512	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	4035169	4036583	+	XM_002886638.1		XP_002886684.1	hypothetical protein		9322750	ARALYDRAFT_475376	1072	1072	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	4035181	4036340	+	XP_002886684.1		XM_002886638.1	hypothetical protein		9322750	ARALYDRAFT_475376	849	282	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	4971257	4971603	+	XM_002886688.1		XP_002886734.1	hypothetical protein		9324334	ARALYDRAFT_893748	347	347	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	4971278	4971583	+	XP_002886734.1		XM_002886688.1	hypothetical protein		9324334	ARALYDRAFT_893748	306	101	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	7379922	7381872	+	XM_002886718.1		XP_002886764.1	hypothetical protein		9324349	ARALYDRAFT_475479	1197	1197	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	7379998	7381804	+	XP_002886764.1		XM_002886718.1	hypothetical protein		9324349	ARALYDRAFT_475479	1053	350	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	7479474	7481396	+	XM_002886723.1		XP_002886769.1	predicted protein		9322835	ARALYDRAFT_675653	1503	1503	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	7479474	7481396	+	XP_002886769.1		XM_002886723.1	hypothetical protein		9322835	ARALYDRAFT_675653	1503	500	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	7651355	7652890	-	XM_002888248.1		XP_002888294.1	glycosyltransferase family protein		9322846	ARALYDRAFT_475492	1459	1459	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	7651466	7652809	-	XP_002888294.1		XM_002888248.1	glycosyltransferase family protein		9322846	ARALYDRAFT_475492	1344	447	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	7653584	7660345	-	XM_002888249.1		XP_002888295.1	predicted protein		9324358	ARALYDRAFT_675676	1356	1356	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	7653584	7660345	-	XP_002888295.1		XM_002888249.1	hypothetical protein		9324358	ARALYDRAFT_675676	1356	451	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	7949905	7952064	-	XM_002888255.1		XP_002888301.1	hypothetical protein		9322857	ARALYDRAFT_475506	1081	1081	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	7949938	7951976	-	XP_002888301.1		XM_002888255.1	hypothetical protein		9322857	ARALYDRAFT_475506	960	319	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	8753466	8754941	+	XM_002886797.1		XP_002886843.1	predicted protein		9322909	ARALYDRAFT_675788	408	408	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	8753466	8754941	+	XP_002886843.1		XM_002886797.1	hypothetical protein		9322909	ARALYDRAFT_675788	408	135	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	8785370	8786242	+	XM_002886808.1		XP_002886854.1	NADH dehydrogenase subunit 3		9322920	ARALYDRAFT_893958	873	873	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	8785859	8786221	+	XP_002886854.1		XM_002886808.1	NADH dehydrogenase subunit 3		9322920	ARALYDRAFT_893958	363	120	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	8810021	8816385	+	XM_002886817.1		XP_002886863.1	hypothetical protein		9324417	ARALYDRAFT_893971	5564	5564	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	8810175	8816267	+	XP_002886863.1		XM_002886817.1	hypothetical protein		9324417	ARALYDRAFT_893971	5292	1763	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	8813420	8816267	+	XM_002886818.1		XP_002886864.1	RNA polymerase beta subunit-1		9324417	ARALYDRAFT_893971	2031	2031	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302554.1	8813420	8816267	+	XP_002886864.1		XM_002886818.1	RNA polymerase beta subunit-1		9324417	ARALYDRAFT_893971	2031	676	
