# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9022542	9024081	-	NM_102375.3		NP_173935.1	Cytochrome b561/ferric reductase transmembrane protein family		839151	AT1G26100	885	885	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9022716	9024081	-	NP_173935.1		NM_102375.3	Cytochrome b561/ferric reductase transmembrane protein family		839151	AT1G26100	711	236	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9148636	9150250	-	NM_102408.3		NP_173968.1	Carbohydrate-binding X8 domain superfamily protein		839186	AT1G26450	1148	1148	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9149003	9150063	-	NP_173968.1		NM_102408.3	Carbohydrate-binding X8 domain superfamily protein		839186	AT1G26450	594	197	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9336057	9337938	-	NM_102457.6		NP_174015.2	Galactose oxidase/kelch repeat superfamily protein		839583	AT1G26930	1699	1699	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9336211	9337476	-	NP_174015.2		NM_102457.6	Galactose oxidase/kelch repeat superfamily protein		839583	AT1G26930	1266	421	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9515114	9517070	+	NM_102503.4		NP_174060.1	Ribosomal protein L22p/L17e family protein		839630	AT1G27400	992	992	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9515230	9516725	+	NP_174060.1		NM_102503.4	Ribosomal protein L22p/L17e family protein		839630	AT1G27400	531	176	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9527501	9528878	-	NM_102507.3		NP_564283.1	hypothetical protein		839634	AT1G27435	765	765	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9527956	9528814	-	NP_564283.1		NM_102507.3	hypothetical protein		839634	AT1G27435	246	81	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9803641	9806899	-	NM_202197.2		NP_973926.1	serine carboxypeptidase-like 45	SCPL45	839704	AT1G28110	1810	1810	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9803865	9806896	-	NM_102576.2		NP_564298.1	serine carboxypeptidase-like 45	SCPL45	839704	AT1G28110	1738	1738	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9804153	9806832	-	NP_564298.1		NM_102576.2	serine carboxypeptidase-like 45	SCPL45	839704	AT1G28110	1386	461	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	9804153	9806832	-	NP_973926.1		NM_202197.2	serine carboxypeptidase-like 45	SCPL45	839704	AT1G28110	1386	461	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10117715	10119085	+	NM_102642.3		NP_174196.2	verprolin		839775	AT1G29010	1015	1015	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10117715	10118973	+	NP_174196.2		NM_102642.3	verprolin		839775	AT1G29010	903	300	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10216779	10219942	-	NM_102664.5		NP_174218.2	transcription initiation factor TFIID subunit, putative (DUF688)		839798	AT1G29240	2390	2390	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10217023	10218924	-	NP_174218.2		NM_102664.5	transcription initiation factor TFIID subunit, putative (DUF688)		839798	AT1G29240	1734	577	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10310131	10314147	-	NM_102687.4		NP_174240.2	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein		839823	AT1G29470	3030	3030	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10310245	10313755	-	NM_001036032.1		NP_001031109.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein		839823	AT1G29470	2595	2595	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10310424	10313369	-	NP_174240.2		NM_102687.4	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein		839823	AT1G29470	2313	770	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10310424	10313369	-	NP_001031109.1		NM_001036032.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein		839823	AT1G29470	2313	770	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10379020	10382153	-	NM_102709.4		NP_564333.1	MAC/Perforin domain-containing protein	CAD1	839846	AT1G29690	2268	2268	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10379310	10381861	-	NP_564333.1		NM_102709.4	MAC/Perforin domain-containing protein	CAD1	839846	AT1G29690	1686	561	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10606159	10607944	+	NM_102756.5		NP_174308.1	hypothetical protein (DUF295)		839896	AT1G30160	1538	1538	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10606159	10607944	+	NM_001036036.2		NP_001031113.1	hypothetical protein (DUF295)		839896	AT1G30160	1525	1525	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10606274	10607635	+	NP_001031113.1		NM_001036036.2	hypothetical protein (DUF295)		839896	AT1G30160	1101	366	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10606612	10607635	+	NP_174308.1		NM_102756.5	hypothetical protein (DUF295)		839896	AT1G30160	936	311	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10892445	10894714	+	NM_102806.3		NP_174357.1	FAD-binding Berberine family protein		839950	AT1G30700	2039	2039	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10892623	10894437	+	NP_174357.1		NM_102806.3	FAD-binding Berberine family protein		839950	AT1G30700	1584	527	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10935684	10936396	+	NM_102816.2		NP_564363.1	Glycine-rich protein family		839961	AT1G30795	713	713	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	10935831	10936160	+	NP_564363.1		NM_102816.2	Glycine-rich protein family		839961	AT1G30795	330	109	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	11040250	11043751	-	NM_102836.3		NP_564369.1	zinc finger (C2H2 type) family protein	SUF4	839984	AT1G30970	1625	1625	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	11040613	11043593	-	NP_564369.1		NM_102836.3	zinc finger (C2H2 type) family protein	SUF4	839984	AT1G30970	1104	367	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	11651327	11653380	+	NM_102963.2		NP_564393.1	D-arabinono-1,4-lactone oxidase family protein	GulLO1	840122	AT1G32300	1818	1818	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	11651342	11653365	+	NP_564393.1		NM_102963.2	D-arabinono-1,4-lactone oxidase family protein	GulLO1	840122	AT1G32300	1788	595	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	11827359	11829933	+	NM_103004.3		NP_564406.1	PLATZ transcription factor family protein		840164	AT1G32700	1360	1360	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	11827588	11829444	+	NP_564406.1		NM_103004.3	PLATZ transcription factor family protein		840164	AT1G32700	642	213	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	12355557	12358031	+	NM_103121.4		NP_174661.1	methyl esterase 14	MES14	840296	AT1G33990	1536	1536	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	12355909	12357894	+	NP_174661.1		NM_103121.4	methyl esterase 14	MES14	840296	AT1G33990	1047	348	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	12462849	12466000	-	NM_103145.4		NP_174684.2	Regulator of Vps4 activity in the MVB pathway protein		840321	AT1G34220	2292	2292	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	12463102	12465911	-	NP_174684.2		NM_103145.4	Regulator of Vps4 activity in the MVB pathway protein		840321	AT1G34220	1950	649	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	12763902	12765686	+	NM_103201.3		NP_174737.2	C2H2 and C2HC zinc fingers superfamily protein	TT1	840386	AT1G34790	1160	1160	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	12763953	12765489	+	NP_174737.2		NM_103201.3	C2H2 and C2HC zinc fingers superfamily protein	TT1	840386	AT1G34790	912	303	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	16909708	16912270	+	NM_103559.2		NP_175099.2	translation initiation factor		841042	AT1G44780	1647	1647	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	16909708	16912270	+	NM_001036071.1		NP_001031148.1	translation initiation factor		841042	AT1G44780	1644	1644	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	16909753	16912060	+	NP_175099.2		NM_103559.2	translation initiation factor		841042	AT1G44780	1392	463	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	16909753	16912060	+	NP_001031148.1		NM_001036071.1	translation initiation factor		841042	AT1G44780	1389	462	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	17115811	17119218	+	NM_001333248.1		NP_001323172.1	Glycosyl hydrolase superfamily protein	BGLU1	841088	AT1G45191	1896	1896	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	17116044	17119076	+	NP_001323172.1		NM_001333248.1	Glycosyl hydrolase superfamily protein	BGLU1	841088	AT1G45191	1521	506	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	17353847	17356564	-	NM_103628.5		NP_175167.2	F-box and associated interaction domains-containing protein		841137	AT1G47340	1726	1726	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	17354123	17356494	-	NP_175167.2		NM_103628.5	F-box and associated interaction domains-containing protein		841137	AT1G47340	1380	459	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	17660752	17661058	+	NM_148566.2		NP_683407.1	F-box family protein		841209	AT1G47915	307	307	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	17660752	17660973	+	NP_683407.1		NM_148566.2	F-box family protein		841209	AT1G47915	222	73	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	17682254	17683719	-	NM_001333288.1		NP_001320618.1	cell wall / vacuolar inhibitor of fructosidase 1	C/VIF1	841214	AT1G47960	875	875	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	17682425	17683516	-	NP_001320618.1		NM_001333288.1	cell wall / vacuolar inhibitor of fructosidase 1	C/VIF1	841214	AT1G47960	501	166	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	17867102	17868432	+	NM_103731.6		NP_175268.1	Ribosomal L18p/L5e family protein	EMB3105	841255	AT1G48350	897	897	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	17867269	17868215	+	NP_175268.1		NM_103731.6	Ribosomal L18p/L5e family protein	EMB3105	841255	AT1G48350	513	170	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	19645236	19646485	+	NM_104152.4		NP_175683.1	histone H2A protein 9	HTA9	841707	AT1G52740	842	842	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	19645409	19646221	+	NP_175683.1		NM_104152.4	histone H2A protein 9	HTA9	841707	AT1G52740	405	134	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	19966944	19969757	-	NM_104228.3		NP_564633.2	NAD-dependent epimerase/dehydratase family protein	MUM4	841785	AT1G53500	2526	2526	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	19967157	19969239	-	NP_564633.2		NM_104228.3	NAD-dependent epimerase/dehydratase family protein	MUM4	841785	AT1G53500	2004	667	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	20270810	20272106	+	NM_104308.1		NP_175832.1	hypothetical protein		841871	AT1G54300	1042	1042	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	20270810	20272009	+	NP_175832.1		NM_104308.1	hypothetical protein		841871	AT1G54300	945	314	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	20525654	20530468	+	NM_104376.3		NP_175900.1	lipoxygenase 1	LOX1	841944	AT1G55020	3049	3049	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	20525798	20530143	+	NP_175900.1		NM_104376.3	lipoxygenase 1	LOX1	841944	AT1G55020	2580	859	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	20987271	20993072	-	NM_104490.5		NP_176008.4	Leucine-rich repeat transmembrane protein kinase		842064	AT1G56120	3161	3161	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	20987288	20993072	-	NP_176008.4		NM_104490.5	Leucine-rich repeat transmembrane protein kinase		842064	AT1G56120	3144	1047	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	20994746	21001013	-	NM_104491.2		NP_176009.1	Leucine-rich repeat transmembrane protein kinase		842065	AT1G56130	3410	3410	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	20994931	21000887	-	NP_176009.1		NM_104491.2	Leucine-rich repeat transmembrane protein kinase		842065	AT1G56130	3099	1032	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21008057	21014095	-	NM_104493.4		NP_564710.1	Leucine-rich repeat transmembrane protein kinase		842067	AT1G56145	3368	3368	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21008225	21013934	-	NP_564710.1		NM_104493.4	Leucine-rich repeat transmembrane protein kinase		842067	AT1G56145	3039	1012	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21085548	21086499	-	NM_104511.4		NP_176028.1	hypothetical protein		842085	AT1G56320	706	706	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21085722	21086459	-	NP_176028.1		NM_104511.4	hypothetical protein		842085	AT1G56320	492	163	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21122551	21124491	-	NM_104520.3		NP_176037.1	antigenic heat-stable protein		842095	AT1G56420	1030	1030	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21122772	21124234	-	NP_176037.1		NM_104520.3	antigenic heat-stable protein		842095	AT1G56420	552	183	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21688935	21690290	+	NM_104618.3		NP_176134.1	Ribosomal protein S5 family protein	XW6	842207	AT1G58380	1240	1240	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21689115	21690085	+	NP_176134.1		NM_104618.3	Ribosomal protein S5 family protein	XW6	842207	AT1G58380	855	284	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21769674	21771303	-	NM_148602.4		NP_683443.1	Ribosomal protein S5 family protein		842222	AT1G58684	1288	1288	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21770021	21771217	-	NP_683443.1		NM_148602.4	Ribosomal protein S5 family protein		842222	AT1G58684	855	284	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21805932	21807496	-	NM_104632.4		NP_564737.1	Ribosomal protein S5 family protein		842229	AT1G58983	1223	1223	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21806279	21807475	-	NP_564737.1		NM_104632.4	Ribosomal protein S5 family protein		842229	AT1G58983	855	284	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21842190	21843819	-	NM_104640.6		NP_564740.1	Ribosomal protein S5 family protein		842237	AT1G59359	1288	1288	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	21842537	21843733	-	NP_564740.1		NM_104640.6	Ribosomal protein S5 family protein		842237	AT1G59359	855	284	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	22192758	22195400	+	NM_104707.4		NP_564754.1	pre-mRNA processing ribonucleoprotein binding region-containing protein	emb1220	842312	AT1G60170	1834	1834	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	22193008	22195177	+	NP_564754.1		NM_104707.4	pre-mRNA processing ribonucleoprotein binding region-containing protein	emb1220	842312	AT1G60170	1458	485	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	22218787	22221433	-	NM_001333890.1		NP_001319275.1	beta glucosidase 5	BGLU5	3767578	AT1G60260	1634	1634	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	22218879	22221394	-	NP_001319275.1		NM_001333890.1	beta glucosidase 5	BGLU5	3767578	AT1G60260	1503	500	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	22516602	22518292	+	NM_104792.3		NP_564771.1	NAC domain containing protein 25	NAC025	842404	AT1G61110	1337	1337	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	22516730	22518055	+	NP_564771.1		NM_104792.3	NAC domain containing protein 25	NAC025	842404	AT1G61110	972	323	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23257610	23262002	-	NM_104959.4		NP_176469.1	Copper amine oxidase family protein	CuAO1	842580	AT1G62810	3012	3012	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23258253	23261772	-	NP_176469.1		NM_104959.4	Copper amine oxidase family protein	CuAO1	842580	AT1G62810	2139	712	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23421834	23423914	-	NM_104994.4		NP_176504.1	replication factor C 2	RFC2	842620	AT1G63160	1379	1379	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23422068	23423771	-	NP_176504.1		NM_104994.4	replication factor C 2	RFC2	842620	AT1G63160	1002	333	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23536466	23539242	-	NM_105026.4		NP_176536.2	AT hook motif DNA-binding family protein		842653	AT1G63470	1881	1881	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23536831	23538863	-	NP_176536.2		NM_105026.4	AT hook motif DNA-binding family protein		842653	AT1G63470	1137	378	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23575263	23576390	+	NM_001334109.1		NP_001321761.1	Receptor-like protein kinase-related family protein		842662	AT1G63570	1128	1128	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23575291	23576304	+	NP_001321761.1		NM_001334109.1	Receptor-like protein kinase-related family protein		842662	AT1G63570	1014	337	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23575294	23576468	+	NM_001334108.1		NP_001319306.1	Receptor-like protein kinase-related family protein		842662	AT1G63570	1072	1072	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23575412	23576339	+	NM_105035.2		NP_176545.1	Receptor-like protein kinase-related family protein		842662	AT1G63570	928	928	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23575450	23576304	+	NP_001319306.1		NM_001334108.1	Receptor-like protein kinase-related family protein		842662	AT1G63570	855	284	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23575450	23576304	+	NP_176545.1		NM_105035.2	Receptor-like protein kinase-related family protein		842662	AT1G63570	855	284	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23888832	23890132	+	NM_105112.4		NP_564833.1	filaggrin-like protein		842744	AT1G64370	1301	1301	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23888967	23889503	+	NP_564833.1		NM_105112.4	filaggrin-like protein		842744	AT1G64370	537	178	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23941598	23942900	-	NM_105120.4		NP_176626.1	Glycine-rich protein family		842753	AT1G64450	1303	1303	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	23941758	23942786	-	NP_176626.1		NM_105120.4	Glycine-rich protein family		842753	AT1G64450	1029	342	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	24057297	24059621	+	NM_105151.4		NP_564840.1	NDH-dependent cyclic electron flow 1	PnsB2	842785	AT1G64770	1505	1505	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	24057549	24059415	+	NP_564840.1		NM_105151.4	NDH-dependent cyclic electron flow 1	PnsB2	842785	AT1G64770	1047	348	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	24088605	24090558	+	NM_105156.1		NP_176662.1	MATE efflux family protein		842790	AT1G64820	1509	1509	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	24088605	24090558	+	NP_176662.1		NM_105156.1	MATE efflux family protein		842790	AT1G64820	1509	502	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	24115097	24116858	-	NM_105165.4		NP_176671.1	UDP-Glycosyltransferase superfamily protein		842799	AT1G64910	1762	1762	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	24115324	24116667	-	NP_176671.1		NM_105165.4	UDP-Glycosyltransferase superfamily protein		842799	AT1G64910	1344	447	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	24117312	24118993	-	NM_105166.2		NP_176672.1	UDP-Glycosyltransferase superfamily protein		842800	AT1G64920	1682	1682	
CDS		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	24117440	24118798	-	NP_176672.1		NM_105166.2	UDP-Glycosyltransferase superfamily protein		842800	AT1G64920	1359	452	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	1	NC_003070.9	24154344	24156616	-	NM_105176.3		NP_176682.1	plasma protein		842810	AT1G65020	1244	1244	
